phylum	class	order	family	genus	species	subsp	subsub	key	strain
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C1		AC_000017	Human adenovirus type 1
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C1		AF534906	Human adenovirus type 1 subgroup C
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C1		JX173078	Human adenovirus C strain human/ARG/A15812/2000/1[P1H1F1]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C1		JX173080	Human adenovirus C strain human/EGY/E13/2001/1[P1H1F1]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C1		JX173082	Human adenovirus C strain human/USA/VT384/2003/1[P1H1F1]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C1		JX173083	Human adenovirus C strain human/USA/VT2672/2003/1[P1H1F1]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C1		JX173085	Human adenovirus C strain human/USA/VT2612/2003/1[P1H1F1]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C1		JX173086	Human adenovirus C strain human/USA/VT13862/2004/1[P1H1F1]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C1		KF268331	Human adenovirus C strain human/USA/UFL_Adv1/2005/1[P1H1F1] 
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C1		KF429744	Human adenovirus C strain human/USA/Pitts_00107/1988/1[P1H1F1]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		AC_000007	Human adenovirus 2
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		FJ349096	Human adenovirus 6 strain Tonsil 99 prototype
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		HQ003817	Human adenovirus C strain human/RUS/16700/2001/57[P1H57F6]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		HQ413315	Human adenovirus 6 isolate Tonsil 99
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		J01917	ADRCG Adenovirus type 2
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		JX173077	Human adenovirus C strain human/ARG/A8649/2005/2[P2H2F2]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		JX173079	Human adenovirus C strain human/ARG/A15932/2002/2[P2H2F2]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		JX173084	Human adenovirus C strain human/USA/VT5544/2003/2[P2H2F2]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		JX423389	Human adenovirus C strain human/USA/ak31_AdV6/2007/6[P6H6F6]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		KF268130	Human adenovirus C strain human/USA/UFL_Adv2/2004/2[P2H2F2]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		KF268310	Human adenovirus C strain human/USA/Pitts_00109/1992/2[P2H2F2]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		KF951595	Human adenovirus C strain DD28
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		KR699642	Human mastadenovirus C strain CBJ113
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		LC068712	"Human adenovirus 6 DNA, strain: 870550"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		LC068713	"Human adenovirus 6 DNA, strain: 870550"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		LC068714	"Human adenovirus 6 DNA, strain: 930113"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		LC068715	"Human adenovirus 6 DNA, strain: 940162"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		LC068716	"Human adenovirus 6 DNA, strain: 1030787"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		LC068717	"Human adenovirus 6 DNA, strain: 1040264"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		LC068718	"Human adenovirus 6 DNA, strain: 1040502"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		LC068719	"Human adenovirus 6 DNA, strain: 1050156"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		LC068720	"Human adenovirus 6 DNA, strain: 1050158"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		LG110616	KR 1020150130441-A/8: ONCOLYTIC ADENOVIRUS COMPOSITIONS
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C2		NC_001405	Human adenovirus C
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C5		AC_000008	Human adenovirus 5
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C5		AY339865	Human adenovirus C serotype 5
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C5		AY601635	Human adenovirus type 5 strain NHRC Ad5FS 7151
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C5		HZ458732	WO 2015182574-A/4: A conditionally replication-competent adenovirus
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C5		KF268127	Human adenovirus C strain human/USA/CL_42/1988/5[P5H5F5]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C5		KF268199	Human adenovirus C strain human/USA/UFL_Adv5/2008/5[P2/H5/F5]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C5		KF429754	Human adenovirus C strain human/USA/Pitts_00149/1990/5[P5H5F5]F268310
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus C	C5		M73260	ADRCOMPGEN Mastadenovirus h5 gene
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D		AB765926	Human adenovirus Chiba_E086/2012 DNA
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D		KF268200	Human mastadenovirus D strain human/USA/UFL/2005[P-NEW/H45/F-NEW]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D10		AB562588	"Human adenovirus D DNA, isolate: 2307-S"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D10		AB695621	"Human adenovirus 10 DNA, isolate: HAdV-10_NIID-1"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D10		AB695622	"Human adenovirus D10 DNA, isolate: HAdV-10_NIID-2"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D10		AB724351	"Human adenovirus 10 DNA, strain: J.J.; ATCC VR-1504"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D10		AB746854	"Human adenovirus 10 DNA, strain: contaminant in the ATCC HAdV-8 stock"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D10		AJ854486	Human adenovirus type 9 complete genome
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D10		HM770721	Human adenovirus 56
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D10		JN226746	Human adenovirus 10
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D10		KF268201	Human adenovirus D strain human/DEU/HEIM_00080/1982/NEW[P33H56F56]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D10		KF268209	Human adenovirus D strain human/USA/MEEI_00078/X/56[P56H56F56]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D10		KF268313	Human adenovirus D strain human/USA/Pitts_00150/1992/NEW[P26H56F56]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D10		KF268329	Human adenovirus D strain human/DEU/HEIM_00081/1982/56[P56H56F56]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D10		KF268333	Human adenovirus D strain human/USA/CL_50/1992/56[P56/H56/F56]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D10		KF302429	Human mastadenovirus D isolate LN2012-14
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D10		KF429747	Human adenovirus D strain human/USA/Pitts_00114/1992/NEW[P26H56F56]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D10		KF429750	Human adenovirus D strain human/USA/Pitts_00110/1992/NEW[P26H56F56]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D10		NC_010956	Human adenovirus D
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D13		JN226747	Human adenovirus 13
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D15		AB562586	"Human adenovirus 15 DNA, isolate: CH38"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D15		KF268204	Human adenovirus D strain human/DEU/HEIM_00082/1988/15[P15H15F15]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D17		AC_000006	Human adenovirus D
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D17		AF108105	Human adenovirus type 17 complete genome
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D17		HQ910407	Human adenovirus 17 isolate D17
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D17		KF268208	Human adenovirus D strain human/DEU/HEIM_00093/X/NEW[P37H37F17]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D17		KF268330	Human adenovirus D strain human/DEU/HEIM_00083/1986/17[P17H17F17]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D17		KF268312	Human adenovirus D strain human/DEU/HEIM_00096/1984/NEW[P22H38F17]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D17		KF268322	Human adenovirus D strain human/DEU/HEIM_00091/1986/NEW[P62H33F17]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D19	cluster A	AB448771	"Human adenovirus 19 genomic DNA, isolate: AV-587"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D19	cluster A	JQ326209	Human adenovirus 19
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D19	cluster B	AB448772	"Human adenovirus 19 genomic DNA, isolate: 19a"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D19	cluster B	AB448773	"Human adenovirus 19 genomic DNA, isolate: 1997"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D19	cluster B	AB448774	"Human adenovirus 19 genomic DNA, isolate: 2001"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D19	cluster B	AB448775	"Human adenovirus 37 genomic DNA, isolate: GW"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D19	cluster B	AB448776	"Human adenovirus 37 genomic DNA, isolate: 1991"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D19	cluster B	AB448777	"Human adenovirus 37 genomic DNA, isolate: 1996"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D19	cluster B	AB448778	"Human adenovirus 37 genomic DNA, isolate: 2004"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D19	cluster B	DQ900900	Human adenovirus type 37 isolate GW [76-19026]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D19	cluster B	EF121005	Human adenovirus 64 strain human/USA/C/1993/64[P22H19F37]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D19	cluster B	JQ326206	Human adenovirus 64 strain 2
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D19	cluster B	JQ326207	Human adenovirus 64 strain 3
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D19	cluster B	JQ326208	Human adenovirus 64 strain 88
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D19	cluster B	KF268122	Human adenovirus D strain human/USA/CL_47/1989/37[P37/H37/F37]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D19	cluster B	KF268203	Human adenovirus D strain human/USA/MEEI_00074/X/37[P37H37F37]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D19	cluster B	KF268213	Human adenovirus D strain human/USA/MEEI_0076/X/64[P64H64F64]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D19	cluster B	KF268323	Human adenovirus D strain human/USA/UFL_Adv19/2005/64[P64H64F64]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D19	cluster B	LC066535	"Human mastadenovirus D DNA, strain: human/JPN/OIPH23/2011/NEW[P56H56F37]"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D20		JN226749	Human adenovirus 20
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D22		FJ404771	Human adenovirus 22 isolate AV-2711
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D22		FJ619037	Human adenovirus 22 strain AV-2711
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D22		KF429745	Human adenovirus D strain human/USA/Pitts_00115/1992/NEW[P9H22F44]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D23		JN226750	Human adenovirus 23
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D23		KF279629	Human adenovirus 23 isolate Aids32/Manchester/1993
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D23		KF268327	Human adenovirus D strain human/DEU/HEIM_00089/1988/NEW[P23H32F62]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D24		AY875648	Human adenovirus type 46
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D24		JN226751	Human adenovirus 24
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D25		JN226752	Human adenovirus 25
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D26		EF153474	Human adenovirus type 26
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D27		JN226753	Human adenovirus 27
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D28		FJ824826	Human adenovirus 28 strain BP-5
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D28		KF268334	Human adenovirus D strain human/DEU/HEIM_00094/1988/NEW[P28H37F38]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D29		AB562587	"Human adenovirus 29 DNA, isolate: BP6"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D29		JN226754	Human adenovirus 29
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D29		KF268326	Human adenovirus D strain human/DEU/HEIM_00084/1988/NEW[P29H17F30]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D30		JN226755	Human adenovirus 30 isolate USA/BP-7-1/1959/30 [P30H30F30]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D30		JN935766	Human adenovirus 63 strain human/USA/BP-7-2/1959/63[P30H30F29]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D32		JN226756	Human adenovirus 32
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D33		JN226758	Human adenovirus 33
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D36		GQ384080	Human adenovirus 36 from USA
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D38		JN226759	Human adenovirus 38
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D38		KF268325	Human adenovirus D strain human/DEU/HEIM_00090/1986/NEW[P38H32F27]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D39		JN226760	Human adenovirus 39
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D42		JN226748	Human adenovirus 69 isolate human/SAU/CH38/1955/69[P53H15F69]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D42		JN226761	Human adenovirus 42
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D42		KJ626291	Human mastadenovirus D isolate 21-10-vt10230
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D42		KJ626292	Human mastadenovirus D isolate 21-10-VT9763
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D43		JN226762	Human adenovirus 43
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D43		KC529648	Human adenovirus 43 strain 1309 from USA
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D43		KJ194501	Human adenovirus D isolate Adenovirus_Amsterdam_1995
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D44		EF153473	Human adenovirus type 48
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D44		JN226763	Human adenovirus 44
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D45		JN226764	Human adenovirus 45
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D47		JN226757	Human adenovirus 47
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D49		KF268332	Human adenovirus D strain human/DEU/HEIM_00099/1986/NEW[P49H46F65]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D49		DQ393829	Human adenovirus type 49
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D51		JN226765	Human adenovirus 51
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D53		AB605240	"Human adenovirus D DNA, isolate: 870006C/Hiroshima/1987"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D53		AB605241	"Human adenovirus D DNA, isolate: 880249C/Hiroshima/1988"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D53		AB605242	"Human adenovirus D DNA, isolate: 890357C/Hiroshima/1989"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D53		AB605243	"Human adenovirus 53 DNA, isolate: 960528C/Hiroshima/1996"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D53		AB605244	"Human adenovirus 53 DNA, isolate: C075/Matsuyama/2003"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D53		AB605245	"Human adenovirus 53 DNA, isolate: FS161/Fukui/2004"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D53		AB605246	"Human adenovirus 53 DNA, isolate: FS165/Fukui/2004"
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D53		FJ169625	Human adenovirus D strain human/DEU/IAI-1/2005/53[P37H22F8]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D53		KF268197	Human adenovirus D strain human/USA/UFL_Adv22/2005/53[P53/H53/F53]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D54		AB333801	Human adenovirus 54 DNA
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D54		AB448770	Human adenovirus 54 DNA
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D54		NC_012959	Human adenovirus 54
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D58		HQ883276	Human adenovirus 58 strain human/ARG/AdCor-96-487/1996/58[P58H58F29]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D58		KF268319	Human adenovirus D strain human/ARG/arg_00101/2010/58[P58H58F58]
"dsDNA viruses, no RNA stage"			Adenoviridae	Mastadenovirus	Human adenovirus D	D59		JF799911	Human adenovirus D strain human/USA/CDPH/2007/59[P64H25F56]
